"Attribute";"Description";"MetaComponent";"LogicalPath";"Infrastructure";"DataType";"Values";"Entity";"Length";"Precision";"Scale";"Format";"Multiplicity";"MinValue";"MaxValue";"PhysicalAttribute";"BusinessObjectDependency";"BusinessObjectAttributeDependency";"Remark";"RequirementId";"Component";"Physical";"PhysicalEntity";"URL";"Discriminator";"BusinessObject";"BusinessFunction";"BusinessProcess";"Technology";"BusinessContact";"TechnologyContact";"ImplicitImport";"IsBusinessObjectAttribute";"BusinessObjectAttributeMapping";"BusinessObjectAttributeMappingDiscriminator";"BusinessObjectMapping";"BusinessObjectMappingDiscriminator";"NameInBusinessLanguage";"ConstantValue";"MetaType";"GUIName";"GUIType";"Namespace";"Nullable"
"entity-Person";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/entity-Person";"";"/gxmodel/ContactModel.xsd/Contact/entity-Person";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Complex";"";"";"http://guidewire.com/pc/gx/gw.webservice.pc.pc1000.gxmodel.contactmodel";""
"LastNameKanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/entity-Person/LastNameKanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"FirstName";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/entity-Person/FirstName";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"Particle";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/entity-Person/Particle";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"FirstNameKanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/entity-Person/FirstNameKanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"LastName";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/entity-Person/LastName";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"PrimaryPhone";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/PrimaryPhone";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"SecondaryAddresses";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses";"";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Complex";"";"";"http://guidewire.com/pc/gx/gw.webservice.pc.pc1000.gxmodel.contactmodel";""
"Entry";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry";"";"Address";"";"ContactModel.xsd";"";"";"";"";"0(min)-unbounded(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Complex";"";"";"http://guidewire.com/pc/gx/gw.webservice.pc.pc1000.gxmodel.addressmodel";""
"City";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/City";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"State";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/State";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine3";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/AddressLine3";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressBookUID";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/AddressBookUID";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"CityKanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/CityKanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"PostalCode";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/PostalCode";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"CEDEX";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/CEDEX";"";"boolean";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"Country";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/Country";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressType";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/AddressType";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1Kanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/AddressLine1Kanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"CEDEXBureau";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/CEDEXBureau";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/AddressLine1";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/AddressLine2";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"County";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/County";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2Kanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/AddressLine2Kanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"action";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/SecondaryAddresses/Entry/action";"";"string";"";"ContactModel.xsd";"";"";"";"";"NONE";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Attribute";"";"";"http://www.w3.org/2001/XMLSchema";""
"PublicID";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/PublicID";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"EmailAddress2";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/EmailAddress2";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"NameKanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/NameKanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"action";"";"Interface/Code";"/gxmodel/ContactModel.xsd/Contact/action";"";"string";"";"ContactModel.xsd";"";"";"";"";"NONE";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Attribute";"";"";"http://www.w3.org/2001/XMLSchema";""
"LastNameKanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/entity-Person/LastNameKanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"FirstNameKanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/entity-Person/FirstNameKanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"Particle";"";"Interface/Code";"/gxmodel/ContactModel.xsd/entity-Person/Particle";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"LastName";"";"Interface/Code";"/gxmodel/ContactModel.xsd/entity-Person/LastName";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"FirstName";"";"Interface/Code";"/gxmodel/ContactModel.xsd/entity-Person/FirstName";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"CEDEXBureau";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/CEDEXBureau";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"City";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/City";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"State";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/State";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"PostalCode";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/PostalCode";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"CityKanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/CityKanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine3";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/AddressLine3";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1Kanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/AddressLine1Kanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/AddressLine2";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/AddressLine1";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"County";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/County";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"Country";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/Country";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2Kanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/AddressLine2Kanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressType";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/AddressType";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"CEDEX";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/CEDEX";"";"boolean";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressBookUID";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/AddressBookUID";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"action";"";"Interface/Code";"/gxmodel/ContactModel.xsd/PrimaryAddress/action";"";"string";"";"ContactModel.xsd";"";"";"";"";"NONE";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Attribute";"";"";"http://www.w3.org/2001/XMLSchema";""
"Entry";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry";"";"Address";"";"ContactModel.xsd";"";"";"";"";"0(min)-unbounded(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Complex";"";"";"http://guidewire.com/pc/gx/gw.webservice.pc.pc1000.gxmodel.addressmodel";""
"CEDEXBureau";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/CEDEXBureau";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"City";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/City";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"State";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/State";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"PostalCode";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/PostalCode";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"CityKanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/CityKanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine3";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/AddressLine3";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1Kanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/AddressLine1Kanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/AddressLine2";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/AddressLine1";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"County";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/County";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"Country";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/Country";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2Kanji";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/AddressLine2Kanji";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressType";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/AddressType";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"CEDEX";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/CEDEX";"";"boolean";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressBookUID";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/AddressBookUID";"";"string";"";"ContactModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"action";"";"Interface/Code";"/gxmodel/ContactModel.xsd/SecondaryAddresses/Entry/action";"";"string";"";"ContactModel.xsd";"";"";"";"";"NONE";"";"";"";"";"";"";"";"ContactModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Attribute";"";"";"http://www.w3.org/2001/XMLSchema";""
"Cost";"";"Interface/Code";"/gxmodel/CostModel.xsd/Cost";"";"Cost";"";"CostModel.xsd";"";"";"";"";"1(min)-1(max)";"";"";"";"";"";"";"";"CostModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Complex";"";"";"http://guidewire.com/pc/gx/gw.webservice.pc.pc1000.gxmodel.costmodel";""
"OverrideSource";"";"Interface/Code";"/gxmodel/CostModel.xsd/Cost/OverrideSource";"";"string";"";"CostModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"CostModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"OverrideTermAmountBilling";"";"Interface/Code";"/gxmodel/CostModel.xsd/Cost/OverrideTermAmountBilling";"";"string";"";"CostModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"CostModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"EffectiveDate";"";"Interface/Code";"/gxmodel/CostModel.xsd/Cost/EffectiveDate";"";"dateTime";"";"CostModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"CostModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"StandardTermAmountBilling";"";"Interface/Code";"/gxmodel/CostModel.xsd/Cost/StandardTermAmountBilling";"";"string";"";"CostModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"CostModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
"ActualAmount";"";"Interface/Code";"/gxmodel/CostModel.xsd/Cost/ActualAmount";"";"string";"";"CostModel.xsd";"";"";"";"";"0(min)-1(max)";"";"";"";"";"";"";"";"CostModel.xsd";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"Simple";"";"";"http://www.w3.org/2001/XMLSchema";""
